Название,Ссылка,shit,crap,Рейтинг,Смотрящих,Аудитория,Сезонов,Год,dell
ПрепАды  Those Who Can't,https://myshows.me/view/45439/,['catalogTableSubHeader'],,"['stars', '_3']",560,0.08%,3,2016,
Я люблю Дика  I Love Dick,https://myshows.me/view/48778/,['catalogTableSubHeader'],,"['stars', '_3']",555,0.08%,1,2016,
"В тесноте, да не в обиде  Crowded",https://myshows.me/view/48207/,['catalogTableSubHeader'],,"['stars', '_3']",553,0.08%,1,2016,
Великие умы с Дэном Хармоном  Great Minds with Dan Harmon,https://myshows.me/view/48599/,['catalogTableSubHeader'],,"['stars', '_4']",515,0.07%,1,2016,
Восстание варваров	  Barbarians Rising,https://myshows.me/view/49396/,['catalogTableSubHeader'],,"['stars', '_4']",504,0.07%,1,2016,
Леди Динамит  Lady Dynamite,https://myshows.me/view/48589/,['catalogTableSubHeader'],,"['stars', '_3']",503,0.07%,2,2016,
Штамм: В Осаде  The Strain: Under Siege,https://myshows.me/view/51367/,['catalogTableSubHeader'],,"['stars', '_4']",497,0.07%,1,2016,
Лига справедливости  Justice League Action,https://myshows.me/view/51651/,['catalogTableSubHeader'],,"['stars', '_4']",448,0.06%,1,2016,
Сделай это правильно  Make It Right: The Series,https://myshows.me/view/49666/,['catalogTableSubHeader'],,"['stars', '_4']",430,0.06%,2,2016,
Неразлучная четверка  Foursome,https://myshows.me/view/48909/,['catalogTableSubHeader'],,"['stars', '_4']",427,0.06%,4,2016,
Удаленные   The Deleted,https://myshows.me/view/51781/,['catalogTableSubHeader'],,"['stars', '_2']",416,0.06%,1,2016,
Подопытные: Элитный отряд  Lab Rats: Elite Force,https://myshows.me/view/45561/,['catalogTableSubHeader'],,"['stars', '_4']",402,0.06%,1,2016,
Школа рока  School of Rock,https://myshows.me/view/48706/,['catalogTableSubHeader'],,"['stars', '_4']",399,0.06%,3,2016,
Слишком близко к дому  Too Close to Home,https://myshows.me/view/50311/,['catalogTableSubHeader'],,"['stars', '_3']",338,0.05%,2,2016,
Темная сеть	  Dark Net,https://myshows.me/view/45545/,['catalogTableSubHeader'],,"['stars', '_3']",331,0.05%,2,2016,
Лед   Ice,https://myshows.me/view/51032/,['catalogTableSubHeader'],,"['stars', '_3']",328,0.05%,2,2016,
Мэри + Джейн  Mary + Jane,https://myshows.me/view/50414/,['catalogTableSubHeader'],,"['stars', '_3']",315,0.04%,1,2016,
Гринлиф  Greenleaf,https://myshows.me/view/48200/,['catalogTableSubHeader'],,"['stars', '_3']",314,0.04%,5,2016,
Няня для идиотки  Idiotsitter,https://myshows.me/view/45549/,['catalogTableSubHeader'],,"['stars', '_3']",313,0.04%,2,2016,
О. Джей: Сделано в Америке  O.J.: Made in America,https://myshows.me/view/49802/,['catalogTableSubHeader'],,"['stars', '_5']",295,0.04%,1,2016,
Настоящий детектив  Real Detective,https://myshows.me/view/48157/,['catalogTableSubHeader'],,"['stars', '_4']",293,0.04%,2,2016,
Испугай PewDiePie  Scare PewDiePie,https://myshows.me/view/48371/,['catalogTableSubHeader'],,"['stars', '_4']",292,0.04%,1,2016,
Грейвз  Graves,https://myshows.me/view/50366/,['catalogTableSubHeader'],,"['stars', '_3']",290,0.04%,2,2016,
Отвязный Дайс  Dice,https://myshows.me/view/46931/,['catalogTableSubHeader'],,"['stars', '_3']",287,0.04%,2,2016,
Елена – принцесса Авалора   Elena of Avalor,https://myshows.me/view/49809/,['catalogTableSubHeader'],,"['stars', '_4']",270,0.04%,3,2016,
Одинокие за 30  Single by 30,https://myshows.me/view/50482/,['catalogTableSubHeader'],,"['stars', '_4']",260,0.04%,1,2016,
Почти там  Almost There,https://myshows.me/view/48998/,['catalogTableSubHeader'],,"['stars', '_3']",219,0.03%,1,2016,
Проект Белый Кролик  White Rabbit Project,https://myshows.me/view/50820/,['catalogTableSubHeader'],,"['stars', '_4']",213,0.03%,1,2016,
Всё ещё Король	  Still The King,https://myshows.me/view/48960/,['catalogTableSubHeader'],,"['stars', '_3']",210,0.03%,2,2016,
Дядя Бак  Uncle Buck,https://myshows.me/view/49278/,['catalogTableSubHeader'],,"['stars', '_3']",190,0.03%,1,2016,
Псевдокот  Counterfeit Cat,https://myshows.me/view/49636/,['catalogTableSubHeader'],,"['stars', '_4']",185,0.03%,1,2016,
Долины смерти	  Killing Fields,https://myshows.me/view/47865/,['catalogTableSubHeader'],,"['stars', '_4']",184,0.03%,3,2016,
Жаркие улочки  Hot Streets,https://myshows.me/view/51828/,['catalogTableSubHeader'],,"['stars', '_3']",182,0.03%,2,2016,
Семейное положение  Relationship Status,https://myshows.me/view/49211/,['catalogTableSubHeader'],,"['stars', '_4']",177,0.03%,3,2016,
Мой подиум  My Runway,https://myshows.me/view/52592/,['catalogTableSubHeader'],,"['stars', '_4']",173,0.02%,1,2016,
Застрять в середине  Stuck in the Middle,https://myshows.me/view/48370/,['catalogTableSubHeader'],,"['stars', '_4']",155,0.02%,3,2016,
ЛЕГО Звездные войны: Приключения изобретателей  LEGO Star Wars: The Freemaker Adventures,https://myshows.me/view/48418/,['catalogTableSubHeader'],,"['stars', '_4']",150,0.02%,2,2016,
Персонажи  Netflix Presents: The Characters,https://myshows.me/view/48613/,['catalogTableSubHeader'],,"['stars', '_2']",147,0.02%,1,2016,
The Gay and Wondrous Life of Caleb Gallo  ,https://myshows.me/view/55436/,['catalogTableSubHeader'],,"['stars', '_4']",147,0.02%,1,2016,
Последний шанс  Last Chance U,https://myshows.me/view/50350/,['catalogTableSubHeader'],,"['stars', '_4']",141,0.02%,5,2016,
Полночная закусочная: Токийские истории  Midnight Diner: Tokyo Stories,https://myshows.me/view/50688/,['catalogTableSubHeader'],,"['stars', '_4']",138,0.02%,2,2016,
В плену  Captive,https://myshows.me/view/51192/,['catalogTableSubHeader'],,"['stars', '_4']",136,0.02%,1,2016,
Аполло Гонлет  Apollo Gauntlet,https://myshows.me/view/51908/,['catalogTableSubHeader'],,"['stars', '_3']",129,0.02%,1,2016,
Избегайте ночи  Escape the Night,https://myshows.me/view/49955/,['catalogTableSubHeader'],,"['stars', '_4']",127,0.02%,4,2016,
Лагерь рестлеров  Camp WWE,https://myshows.me/view/48511/,['catalogTableSubHeader'],,"['stars', '_3']",125,0.02%,2,2016,
Лопес  Lopez,https://myshows.me/view/48666/,['catalogTableSubHeader'],,"['stars', '_3']",121,0.02%,2,2016,
На ночь глядя  Nightcap,https://myshows.me/view/51292/,['catalogTableSubHeader'],,"['stars', '_3']",117,0.02%,2,2016,
Без права на второй шанс  Une chance de trop,https://myshows.me/view/52444/,['catalogTableSubHeader'],,"['stars', '_4']",115,0.02%,1,2016,
Роб и Чайна  Rob & Chyna,https://myshows.me/view/50828/,['catalogTableSubHeader'],,"['stars', '_3']",108,0.02%,1,2016,
Королевская академия  Regal Academy,https://myshows.me/view/50555/,['catalogTableSubHeader'],,"['stars', '_4']",103,0.01%,2,2016,
Готэмские истории  Gotham Stories,https://myshows.me/view/51279/,['catalogTableSubHeader'],,"['stars', '_3']",102,0.01%,1,2016,
Четыре сезона в Гаване  Four Seasons in Havana,https://myshows.me/view/53600/,['catalogTableSubHeader'],,"['stars', '_3']",98,0.01%,1,2016,
От шефа: Франция  Chef's Table: France,https://myshows.me/view/51042/,['catalogTableSubHeader'],,"['stars', '_4']",94,0.01%,1,2016,
Cooked  ,https://myshows.me/view/48316/,['catalogTableSubHeader'],,"['stars', '_4']",92,0.01%,1,2016,
Парни из Трейлер Парка: Вне Парка  Trailer Park Boys: Out of the Park: Europe,https://myshows.me/view/51081/,['catalogTableSubHeader'],,"['stars', '_4']",90,0.01%,1,2016,
Кругосветное путешествие Оззи и Джека  Ozzy & Jack's World Detour,https://myshows.me/view/50329/,['catalogTableSubHeader'],,"['stars', '_4']",88,0.01%,3,2016,
Другое королевство  The Other Kingdom,https://myshows.me/view/49024/,['catalogTableSubHeader'],,"['stars', '_3']",84,0.01%,1,2016,
LEGO Звёздные Войны. Восход Сопротивления  LEGO Star Wars: The Resistance Rises,https://myshows.me/view/48419/,['catalogTableSubHeader'],,"['stars', '_3']",82,0.01%,1,2016,
Челси может  Chelsea Does,https://myshows.me/view/45533/,['catalogTableSubHeader'],,"['stars', '_4']",77,0.01%,1,2016,
Мэдофф  Madoff,https://myshows.me/view/45516/,['catalogTableSubHeader'],,"['stars', '_4']",76,0.01%,1,2016,
Её история	  Her Story,https://myshows.me/view/48184/,['catalogTableSubHeader'],,"['stars', '_4']",74,0.01%,1,2016,
Холод  Cold,https://myshows.me/view/51105/,['catalogTableSubHeader'],,"['stars', '_4']",69,0.01%,1,2016,
Счастливый брак?!  Happy Marriage!?,https://myshows.me/view/51158/,['catalogTableSubHeader'],,"['stars', '_3']",67,0.01%,1,2016,
Мисс Земля 2059  Miss 2059,https://myshows.me/view/53346/,['catalogTableSubHeader'],,"['stars', '_3']",66,0.01%,2,2016,
Стокгольмский синдром  Estocolmo,https://myshows.me/view/51502/,['catalogTableSubHeader'],,"['stars', '_3']",63,0.01%,1,2016,
LEGO Холодное сердце: Северное сияние  LEGO Frozen Northern Lights,https://myshows.me/view/51985/,['catalogTableSubHeader'],,"['stars', '_3']",62,0.01%,1,2016,
Take My Wife  ,https://myshows.me/view/50504/,['catalogTableSubHeader'],,"['stars', '_4']",62,0.01%,2,2016,
Время поджимает  Crunch Time,https://myshows.me/view/50893/,['catalogTableSubHeader'],,"['stars', '_3']",62,0.01%,1,2016,
Всё началось с поцелуя  Miss in Kiss,https://myshows.me/view/52030/,['catalogTableSubHeader'],,"['stars', '_4']",56,0.01%,1,2016,
Челси  Chelsea,https://myshows.me/view/49355/,['catalogTableSubHeader'],,"['stars', '_3']",51,0.01%,2,2016,
Небесная академия  Skylanders Academy,https://myshows.me/view/51354/,['catalogTableSubHeader'],,"['stars', '_4']",50,0.01%,3,2016,
Kings of Con  ,https://myshows.me/view/51895/,['catalogTableSubHeader'],,"['stars', '_4']",45,0.01%,1,2016,
Трансформеры: Войны гештальтов  Transformers: Prime Wars Trilogy,https://myshows.me/view/50306/,['catalogTableSubHeader'],,"['stars', '_3']",43,0.01%,3,2016,
Коричневая нация  Brown Nation,https://myshows.me/view/52684/,['catalogTableSubHeader'],,"['stars', '_2']",41,0.01%,1,2016,
Лего Френдс: Сила дружбы  LEGO Friends: The Power of Friendship,https://myshows.me/view/48626/,['catalogTableSubHeader'],,"['stars', '_4']",40,0.01%,2,2016,
Million Dollar Extreme Presents: World Peace  ,https://myshows.me/view/50436/,['catalogTableSubHeader'],,"['stars', '_4']",39,0.01%,1,2016,
Гей Бангкок  GayOK Bangkok,https://myshows.me/view/52532/,['catalogTableSubHeader'],,"['stars', '_4']",38,0.01%,2,2016,
Cyberwar  ,https://myshows.me/view/50026/,['catalogTableSubHeader'],,"['stars', '_4']",38,0.01%,2,2016,
American Grit  ,https://myshows.me/view/48669/,['catalogTableSubHeader'],,"['stars', '_4']",36,0.01%,2,2016,
Джефф Росс представляет Роаст Батл  Jeff Ross Presents Roast Battle,https://myshows.me/view/50354/,['catalogTableSubHeader'],,"['stars', '_3']",35,0%,3,2016,
ЛЕГО Эльфы  LEGO Elves,https://myshows.me/view/52575/,['catalogTableSubHeader'],,"['stars', '_4']",34,0%,4,2016,
ЛЕГО Бионикл: Путешествие  LEGO Bionicle: The Journey to One,https://myshows.me/view/48629/,['catalogTableSubHeader'],,"['stars', '_3']",33,0%,2,2016,
Женаты во лжи   Married with Secrets,https://myshows.me/view/51449/,['catalogTableSubHeader'],,"['stars', '_3']",31,0%,2,2016,
Кулипари: Армия лягушек  Kulipari: An Army of Frogs,https://myshows.me/view/50885/,['catalogTableSubHeader'],,"['stars', '_3']",30,0%,1,2016,
Разрывы  The Breaks,https://myshows.me/view/52316/,['catalogTableSubHeader'],,"['stars', '_3']",30,0%,1,2016,
Мек-Х4   MECH-X4,https://myshows.me/view/51424/,['catalogTableSubHeader'],,"['stars', '_4']",28,0%,2,2016,
Serial Thriller: The Head Hunter  ,https://myshows.me/view/48487/,['catalogTableSubHeader'],,"['stars', '_3']",28,0%,1,2016,
Decker  ,https://myshows.me/view/49419/,['catalogTableSubHeader'],,"['stars', '_4']",28,0%,6,2016,
История свободной Кубы  The Cuba Libre Story,https://myshows.me/view/54732/,['catalogTableSubHeader'],,"['stars', '_4']",27,0%,1,2016,
Mortal Kombat X: Machinima Chasing the Cup  ,https://myshows.me/view/48509/,['catalogTableSubHeader'],,"['stars', '_3']",26,0%,1,2016,
Уличный боец: Воскрешение  Street Fighter: Resurrection,https://myshows.me/view/55638/,['catalogTableSubHeader'],,"['stars', '_3']",25,0%,1,2016,
Inhuman Condition  ,https://myshows.me/view/50081/,['catalogTableSubHeader'],,"['stars', '_4']",25,0%,1,2016,
Президент старших классов  Mr. Student Body President,https://myshows.me/view/54129/,['catalogTableSubHeader'],,"['stars', '_4']",24,0%,4,2016,
"Лучше поздно, чем никогда  Better Late Than Never",https://myshows.me/view/50267/,['catalogTableSubHeader'],,"['stars', '_4']",24,0%,2,2016,
Газохол... Полный бак любви  Gasohug… Rak Tem Thang,https://myshows.me/view/48829/,['catalogTableSubHeader'],,"['stars', '_4']",23,0%,1,2016,
Газохол... Полный бак любви  Gasohug… Rak Tem Thang,https://myshows.me/view/48829/,['catalogTableSubHeader'],,"['stars', '_4']",23,0%,1,2016,
Капитан Атомик  Atomic Puppet,https://myshows.me/view/50291/,['catalogTableSubHeader'],,"['stars', '_3']",23,0%,1,2016,
Типичный Рик  Typical Rick,https://myshows.me/view/54365/,['catalogTableSubHeader'],,"['stars', '_3']",23,0%,2,2016,
Убийство по дружбе  Murder Among Friends,https://myshows.me/view/49203/,['catalogTableSubHeader'],,"['stars', '_4']",23,0%,2,2016,
Fearless  ,https://myshows.me/view/50595/,['catalogTableSubHeader'],,"['stars', '_3']",22,0%,1,2016,
Part Timers  ,https://myshows.me/view/48181/,['catalogTableSubHeader'],,"['stars', '_4']",22,0%,2,2016,
Тренер Снуп  Coach Snoop,https://myshows.me/view/56393/,['catalogTableSubHeader'],,"['stars', '_4']",21,0%,1,2016,
All for One  ,https://myshows.me/view/48648/,['catalogTableSubHeader'],,"['stars', '_4']",21,0%,2,2016,
Тайны цветочного магазина  Flower Shop Mystery,https://myshows.me/view/48233/,['catalogTableSubHeader'],,"['stars', '_3']",20,0%,1,2016,
Marvel Video Comics  ,https://myshows.me/view/51769/,['catalogTableSubHeader'],,"['stars', '_4']",20,0%,1,2016,
Haunted or Hoax  ,https://myshows.me/view/49961/,['catalogTableSubHeader'],,"['stars', '_4']",20,0%,1,2016,
Легенды Чемберлен Хайтс  Legends of Chamberlain Heights,https://myshows.me/view/50810/,['catalogTableSubHeader'],,"['stars', '_3']",19,0%,2,2016,
The Internet Ruined My Life  ,https://myshows.me/view/48878/,['catalogTableSubHeader'],,"['stars', '_4']",18,0%,1,2016,
NOISEY  ,https://myshows.me/view/48580/,['catalogTableSubHeader'],,"['stars', '_5']",18,0%,2,2016,
LEGO Мир Юрского периода: Побег Индоминуса   LEGO Jurassic World: The Indominus Escape,https://myshows.me/view/59809/,['catalogTableSubHeader'],,"['stars', '_3']",18,0%,1,2016,
States of Undress  ,https://myshows.me/view/49055/,['catalogTableSubHeader'],,"['stars', '_5']",18,0%,2,2016,
Black Market with Michael K. Williams  ,https://myshows.me/view/49905/,['catalogTableSubHeader'],,"['stars', '_4']",18,0%,1,2016,
Edgar Allan Poe's Murder Mystery Dinner Party  ,https://myshows.me/view/58410/,['catalogTableSubHeader'],,"['stars', '_5']",18,0%,1,2016,
На Диком Западе   Lost in the West,https://myshows.me/view/49573/,['catalogTableSubHeader'],,"['stars', '_4']",18,0%,1,2016,
Чудаардварк  Bizaardvark,https://myshows.me/view/49277/,['catalogTableSubHeader'],,"['stars', '_3']",18,0%,3,2016,
Party Over Here  ,https://myshows.me/view/48591/,['catalogTableSubHeader'],,"['stars', '_3']",17,0%,1,2016,
Искра   Hibana: Spark,https://myshows.me/view/49539/,['catalogTableSubHeader'],,"['stars', '_3']",16,0%,1,2016,
Weediquette  ,https://myshows.me/view/48658/,['catalogTableSubHeader'],,"['stars', '_4']",16,0%,3,2016,
Трижды Ана  Tres veces Ana,https://myshows.me/view/49776/,['catalogTableSubHeader'],,"['stars', '_4']",16,0%,1,2016,
Right Now Kapow  ,https://myshows.me/view/51003/,['catalogTableSubHeader'],,"['stars', '_4']",16,0%,1,2016,
Дом: Приключения Типа и О  Home: Adventures with Tip & Oh,https://myshows.me/view/50223/,['catalogTableSubHeader'],,"['stars', '_2']",16,0%,4,2016,
The Killing Season  ,https://myshows.me/view/51061/,['catalogTableSubHeader'],,"['stars', '_3']",16,0%,1,2016,
Not Safe with Nikki Glaser  ,https://myshows.me/view/46875/,['catalogTableSubHeader'],,"['stars', '_4']",15,0%,1,2016,
